age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
27295,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
22516,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
36666,Adult,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,White,Female,Reduced Full-time Work,United-States,<=50K
40978,Teen,Private,11th,Never-married,Other-service,Own-child,White,Female,Part-time Work,United-States,<=50K
21346,Young Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Overtime Work,United-States,<=50K
46746,Adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
21601,Teen,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
38034,Teen,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
935,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Extreme Overwork,United-States,>50K
16204,Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Extended Work Hours,United-States,>50K
139,Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Standard Full-time Work,United-States,>50K
24123,Young Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,Standard Full-time Work,United-States,>50K
22663,Young Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
32371,Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Overtime Work,Scotland,>50K
20492,Elderly,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
15327,Teen,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,Extended Work Hours,United-States,<=50K
15659,Young Adult,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
1931,Adult,Private,11th,Married-civ-spouse,Prof-specialty,Own-child,Black,Female,Standard Full-time Work,United-States,<=50K
19926,Young Adult,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,Part-time Work,India,<=50K
14499,Young Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
22084,Young Adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
46801,Young Adult,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,Extended Work Hours,United-States,<=50K
1090,Adult,Federal-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
12279,Young Adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,Reduced Full-time Work,United-States,>50K
15395,Young Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Reduced Full-time Work,Germany,<=50K
26131,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
38777,Middle-aged Adult,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Extended Work Hours,United-States,<=50K
17349,Young Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,Extended Work Hours,United-States,<=50K
48332,Adult,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,Standard Full-time Work,United-States,>50K
47321,Elderly,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Extended Work Hours,United-States,<=50K
26123,Adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Extended Work Hours,United-States,>50K
42442,Middle-aged Adult,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,Heavy Overtime,United-States,<=50K
30408,Young Adult,Private,10th,Never-married,Other-service,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
21938,Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
22300,Teen,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Female,Standard Full-time Work,Guatemala,<=50K
29138,Young Adult,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
26256,Young Adult,Private,Some-college,Divorced,Tech-support,Unmarried,White,Male,Standard Full-time Work,United-States,<=50K
12358,Young Adult,Private,Some-college,Separated,Other-service,Unmarried,White,Female,Reduced Full-time Work,United-States,<=50K
31666,Middle-aged Adult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
28689,Young Adult,Self-emp-inc,Bachelors,Divorced,Sales,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
10071,Young Adult,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,Standard Full-time Work,United-States,<=50K
47066,Teen,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
6216,Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Extended Work Hours,United-States,>50K
12418,Young Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Overtime Work,United-States,<=50K
44935,Middle-aged Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
38009,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
27176,Middle-aged Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
20980,Young Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
33260,Middle-aged Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
28718,Adult,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,Standard Full-time Work,United-States,>50K
36576,Middle-aged Adult,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,Extended Work Hours,United-States,>50K
16877,Adult,State-gov,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
40310,Adult,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
32983,Teen,Private,Some-college,Never-married,Tech-support,Other-relative,White,Male,Standard Full-time Work,United-States,<=50K
7949,Adult,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,Reduced Full-time Work,United-States,<=50K
48835,Adult,Local-gov,Masters,Divorced,Other-service,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
284,Teen,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
21443,Young Adult,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,Standard Full-time Work,United-States,<=50K
22831,Young Adult,Private,12th,Married-civ-spouse,Adm-clerical,Wife,White,Female,Standard Full-time Work,United-States,<=50K
3792,Middle-aged Adult,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,<=50K
1714,Young Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Standard Full-time Work,United-States,<=50K
22908,Young Adult,Private,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
4550,Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,>50K
24993,Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Extended Work Hours,United-States,>50K
28808,Teen,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,Extended Work Hours,United-States,<=50K
14990,Middle-aged Adult,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,Heavy Overtime,Germany,>50K
40870,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,Reduced Full-time Work,United-States,<=50K
32973,Teen,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Heavy Overtime,United-States,<=50K
27789,Young Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Extended Work Hours,United-States,>50K
40625,Adult,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
24192,Young Adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,Extended Work Hours,United-States,<=50K
14665,Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,>50K
37475,Young Adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
19749,Young Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,Part-time Work,United-States,<=50K
1781,Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
8031,Young Adult,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,Standard Full-time Work,United-States,>50K
17380,Adult,Local-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
7930,Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
28966,Adult,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,Standard Full-time Work,United-States,>50K
24524,Teen,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,Reduced Full-time Work,United-States,<=50K
7320,Adult,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Standard Full-time Work,Taiwan,<=50K
12048,Teen,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Female,Reduced Full-time Work,Mexico,<=50K
14339,Adult,Federal-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,Standard Full-time Work,United-States,<=50K
2384,Teen,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
18378,Adult,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,Heavy Overtime,United-States,>50K
46909,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
16314,Middle-aged Adult,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,Standard Full-time Work,United-States,<=50K
23158,Teen,Private,HS-grad,Never-married,Sales,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
47722,Teen,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,Extended Work Hours,United-States,<=50K
11583,Teen,Private,Some-college,Separated,Other-service,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
18492,Middle-aged Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
31344,Adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
35335,Young Adult,Private,HS-grad,Never-married,Prof-specialty,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
28345,Adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
41629,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
15180,Teen,Private,11th,Never-married,Other-service,Not-in-family,White,Male,Extreme Overwork,United-States,<=50K
25727,Teen,Private,11th,Never-married,Sales,Own-child,White,Male,Part-time Work,United-States,<=50K
6387,Middle-aged Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Overtime Work,China,<=50K
44803,Teen,Private,12th,Never-married,Other-service,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
21160,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
18417,Teen,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,Extended Work Hours,United-States,<=50K
39893,Middle-aged Adult,Federal-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,Heavy Overtime,United-States,>50K
12949,Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,Extended Work Hours,United-States,<=50K
17016,Adult,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
6040,Teen,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,Standard Full-time Work,Mexico,<=50K
34560,Young Adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,Reduced Full-time Work,United-States,<=50K
40342,Teen,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,Standard Full-time Work,United-States,<=50K
42354,Young Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
46132,Middle-aged Adult,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,Heavy Overtime,Philippines,>50K
38761,Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
38665,Adult,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
292,Young Adult,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,Overtime Work,United-States,<=50K
23487,Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Overtime Work,United-States,<=50K
20679,Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
34425,Young Adult,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
14093,Young Adult,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,Overtime Work,United-States,<=50K
47578,Young Adult,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,Standard Full-time Work,United-States,<=50K
25089,Adult,Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Black,Male,Overtime Work,United-States,<=50K
42054,Young Adult,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
35839,Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,Overtime Work,United-States,<=50K
20683,Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
21493,Young Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
25456,Middle-aged Adult,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
44415,Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Overtime Work,United-States,>50K
6150,Young Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,Heavy Overtime,South,<=50K
10610,Adult,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
20239,Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
10233,Young Adult,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,Reduced Full-time Work,South,<=50K
38557,Teen,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
36211,Teen,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female,Part-time Work,United-States,<=50K
28552,Middle-aged Adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
